node_name,node_type
fm_722168,compound
Sphingosine 1-phosphate,compound
Dihydrosphingosine 1-phosphate,compound
TP53,protein
ISYNA1,protein
ALDH3B1,protein
SPHK1,protein
trans-3-Chloro-2-propene-1-ol,compound
fm_704319,protein
OGDHL,protein
OGDH,protein
INS,protein
NDUFS3,protein
PPP2R2B,protein
FOS,protein
PPP1CB,protein
ROCK1,protein
GNAI1,protein
COL6A3,protein
(6S)-Tetrahydrofolate,compound
trans-2-Enoyl-OPC8-CoA,compound
LAMB3,protein
MIF,protein
Octadecanoyl-[acyl-carrier protein],compound
CDKN2B,protein
alpha-D-Glucose,compound
AKT2,protein
STAT5A,protein
PPP3CC,protein
L-Tyrosyl-tRNA(Tyr),compound
SULT1E1,protein
fm_719382,protein
PCK1,protein
PCK2,protein
PIGV,protein
(R)-Methylmalonyl-CoA,compound
SH2B1,protein
GNAS,protein
OR56B1,protein
TRAF2,protein
L-Alanyl-tRNA(Ala),compound
UBE2J1,protein
ST3GAL5,protein
PRPS1L1,protein
2-Phospho-D-glycerate,compound
ARPC1B,protein
HEXB,protein
SORD,protein
fm_727480,protein
EGFR,protein
ERBB2,protein
PRKAB2,protein
Folinic acid,compound
OR6K3,protein
POLE3,protein
PNLIP,protein
OR10T2,protein
Pyroracemic acid,compound
fm_726500,protein
LCP2,protein
BLNK,protein
,protein
trans-Dec-2-enoyl-CoA,compound
fm_732142,protein
FGF6,protein
FGF11,protein
FGF19,protein
FGF21,protein
EGF,protein
PDGFD,protein
FGF4,protein
PDGFA,protein
FGF5,protein
FGF2,protein
PDGFC,protein
FGF14,protein
FGF12,protein
FGF16,protein
FGF20,protein
FGF1,protein
FGF23,protein
FGF13,protein
FGF10,protein
FGF7,protein
PDGFB,protein
FGF22,protein
FGF17,protein
FGF9,protein
FGF8,protein
UBE2E2,protein
Coproporphyrinogen I,compound
GNAI2,protein
COX7B2,protein
UCKL1,protein
CDK4,protein
,protein
B3GALT6,protein
NCOA4,protein
ATP1B2,protein
fm_740888,protein
ABL2,protein
ABL1,protein
TCF7,protein
PTPRM,protein
UDPglucuronate,compound
Bios I,compound
CRKL,protein
fm_730242,protein
SPHK1,protein
SPHK2,protein
SMO,protein
COL6A6,protein
NFKB1,protein
ITPR1,protein
17beta-Estradiol 3-(beta-D-glucuronide),compound
CTNNB1,protein
CHUK,protein
PIK3R3,protein
CD247,protein
PIGL,protein
Morphine-3-glucuronide,compound
SIPA1,protein
Ntau-Methylhistamine,compound
IL1B,protein
HSPB1,protein
FADD,protein
SERPINE1,protein
ARPC4,protein
FGF12,protein
VP-16,compound
GUSB,protein
CYP3A5,protein
ITGAV,protein
INPP4A,protein
fm_733120,protein
STK11,protein
CAMKK2,protein
Aminoethanol,compound
ID3,protein
KRAS,protein
MGAT1,protein
TRHR,protein
fm_737955,protein
GLI3,protein
GLI1,protein
GLI2,protein
Hydroxymethylbilane,compound
ATP6V1E2,protein
MAPK14,protein
PRKDC,protein
RHOA,protein
fm_723846,protein
ARSB,protein
ARSA,protein
ARSG,protein
TRAF3,protein
fm_705977,protein
GPX6,protein
GPX7,protein
GPX2,protein
GPX5,protein
GPX1,protein
GPX3,protein
fm_739708,protein
RXRB,protein
RXRG,protein
RXRA,protein
fm_715459,protein
NMNAT1,protein
NMNAT2,protein
NMNAT3,protein
cADPR,compound
EIF1AY,protein
GDP-L-fucose,compound
fm_740750,protein
PRKACG,protein
PRKACB,protein
PRKX,protein
PRKACA,protein
PLA2G2A,protein
L-Glutamate 5-phosphate,compound
COL18A1,protein
PIK3R1,protein
fm_705995,protein
GCLC,protein
GCLM,protein
fm_705933,protein
GLS2,protein
GLS,protein
PLA2G2C,protein
7-Dehydrocholesterol,compound
,protein
fm_726342,protein
MAP2K1,protein
MAP2K2,protein
RFXAP,protein
GRB2,protein
PIK3R3,protein
UGT2A3,protein
beta-D-Glucuronide,compound
GNAS,protein
TPO,protein
fm_723509,protein
SPATA5,protein
VCP,protein
STEAP3,protein
ATP5E,protein
HK2,protein
TMEM173,protein
,protein
"1,3-Bisphospho-D-glycerate",compound
IGF1,protein
CCL3L1,protein
SLC9A1,protein
MAPK1,protein
IL4,protein
VEGFB,protein
"(5Z,8Z,11Z)-14,15-Dihydroxyicosa-5,8,11-trienoic acid",compound
Calcitriol,compound
COL5A2,protein
LOC100130966,protein
fm_710247,protein
ACPT,protein
ACP1,protein
ACP6,protein
ACP2,protein
ACPP,protein
ACP5,protein
PIK3R1,protein
fm_723979,protein
ITCH,protein
SMURF1,protein
RNF41,protein
CBLB,protein
NEDD4L,protein
SMURF2,protein
CBL,protein
TRAF6,protein
MDM2,protein
CBLC,protein
WWP1,protein
fm_715599,protein
B3GAT2,protein
B3GAT1,protein
B3GAT3,protein
ACTN1,protein
SOCS2,protein
MAPT,protein
"5,8,11,14,17-Icosapentaenoic acid",compound
,protein
HLA-DOA,protein
fm_726800,protein
CAV1,protein
CAV2,protein
CAV3,protein
ATP1B4,protein
ALG14,protein
DUSP4,protein
RBX1,protein
CCNE1,protein
PIK3R1,protein
EIF2S1,protein
ADCY8,protein
UGT1A6,protein
ADRA1D,protein
ITGA11,protein
NAGK,protein
DGKZ,protein
HSPA2,protein
fm_728314,protein
PSME1,protein
PSME3,protein
PSME2,protein
VEGFA,protein
MAP2K1,protein
GABRQ,protein
UROD,protein
TGFB3,protein
GSK3B,protein
DYNC1LI1,protein
RAF1,protein
CDC42,protein
BCR,protein
EGFR,protein
Hypotaurine,compound
IKBKB,protein
,protein
GCK,protein
TCIRG1,protein
MRAS,protein
fm_722385,protein
CHRNA5,protein
CHRNB1,protein
CHRNA4,protein
CHRNA1,protein
CHRNA10,protein
CHRNA6,protein
CHRND,protein
CHRNE,protein
CHRNB3,protein
CHRNB4,protein
CHRNA9,protein
CHRNA3,protein
CHRNB2,protein
Octanoyl-[acyl-carrier protein],compound
MAPK13,protein
CD40,protein
L-Glutamic acid,compound
ADCY9,protein
IL12B,protein
NFKB1,protein
ACP5,protein
SETD8,protein
SIRPG,protein
IFNA2,protein
BCKDHA,protein
ADH5,protein
SLC2A1,protein
Formamidopyrimidine nucleoside triphosphate,compound
ALPP,protein
,compound
Hexanoyl-CoA,compound
(S)-3-Methyl-2-oxopentanoate,compound
CPEB1,protein
ACSL3,protein
PIK3R1,protein
IL10,protein
PLA2G5,protein
GFPT1,protein
PABPC4,protein
CACNA1E,protein
fm_706248,protein
,protein
,protein
,protein
cis-Aconitic acid,compound
MAPK3,protein
fm_711107,protein
HMOX1,protein
HMOX2,protein
PLXNA1,protein
POLR3F,protein
fm_737791,protein
CREBBP,protein
EP300,protein
ACTN3,protein
TAS1R3,protein
Protoporphyrinogen IX,compound
fm_719159,protein
NCBP2,protein
NCBP1,protein
GALNTL1,protein
CKB,protein
fm_729385,protein
MAP2K2,protein
MAP2K1,protein
ANGPTL4,protein
Docetaxel anhydrous,compound
PIK3R1,protein
FGFR4,protein
DGKE,protein
fm_735318,protein
NDUFA9,protein
NDUFA1,protein
NDUFA4L2,protein
NDUFA13,protein
NDUFB5,protein
NDUFA6,protein
NDUFB9,protein
NDUFA10,protein
NDUFB2,protein
NDUFS7,protein
NDUFB8,protein
NDUFS1,protein
NDUFC2,protein
NDUFB1,protein
NDUFB10,protein
NDUFC1,protein
NDUFB6,protein
NDUFA4,protein
NDUFS2,protein
NDUFS6,protein
NDUFB7,protein
NDUFB3,protein
NDUFB4,protein
NDUFA8,protein
NDUFA7,protein
NDUFA11,protein
NDUFS8,protein
NDUFS5,protein
NDUFA2,protein
NDUFV3,protein
NDUFA5,protein
NDUFS4,protein
NDUFAB1,protein
NDUFA12,protein
NDUFV1,protein
NDUFB11,protein
NDUFA3,protein
RPS6KA3,protein
OR4C13,protein
RNPS1,protein
POLR2J2,protein
IL9R,protein
HLA-E,protein
THBS3,protein
3-Methoxy-4-hydroxymandelate,compound
PPP3CC,protein
THOC4,protein
CHAT,protein
fm_724007,protein
FAM125A,protein
FAM125B,protein
BRAF,protein
fm_707627,protein
PPAP2B,protein
PPAP2A,protein
PPAP2C,protein
E2F2,protein
RAC2,protein
fm_704607,protein
MAOB,protein
MAOA,protein
NSD1,protein
N-Acetylneuraminate 9-phosphate,compound
MGAM,protein
CA8,protein
D-4-Hydroxy-2-oxoglutarate,compound
CHMP5,protein
STMN1,protein
LYN,protein
POLR2H,protein
fm_734846,protein
SDHB,protein
SDHC,protein
SDHD,protein
CACNA1I,protein
APOA5,protein
LAMC3,protein
ND2,protein
fm_714505,protein
EHHADH,protein
ECHS1,protein
HADHA,protein
PLA2G2C,protein
PIP5K1B,protein
"3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA",compound
NOS2,protein
BDKRB1,protein
FCGR1A,protein
HLA-DQB1,protein
3-Hydroxy-4-trimethylammoniobutanoate,compound
Flutamide,compound
CDA,protein
DPYSL2,protein
ENTPD6,protein
NDST1,protein
,compound
fm_729071,protein
OSM,protein
IL12A,protein
CSF3,protein
CTF1,protein
IL11,protein
IL23A,protein
CNTF,protein
CLCF1,protein
LEP,protein
IL6,protein
LIF,protein
TNFRSF1A,protein
7-Dehydrocholesterol,compound
,protein
STRAP,protein
JUN,protein
SERPIND1,protein
ACTN2,protein
fm_732364,protein
EIF4E,protein
EIF4E2,protein
EIF4E1B,protein
(S)-alpha-Amino-beta-phenylpropionic acid,compound
CDH1,protein
WNT2,protein
fm_734385,protein
KCNK5,protein
KCNN4,protein
KCNJ13,protein
KCNE3,protein
KCNQ1,protein
CDKN2C,protein
RHO,protein
CDC27,protein
CREB3L3,protein
MTR,protein
KRAS,protein
GRIK2,protein
UGDH,protein
Diglyceride,compound
GATM,protein
INS,protein
D-Mannose 6-phosphate,compound
fm_731313,protein
OR8S1,protein
OR5D16,protein
OR52R1,protein
OR10A3,protein
OR10X1,protein
OR5F1,protein
OR4K13,protein
OR4C12,protein
OR7A17,protein
OR8J1,protein
OR6B3,protein
OR5M10,protein
OR4M2,protein
OR52E4,protein
OR4K1,protein
OR52I2,protein
OR4D10,protein
OR6C75,protein
OR2T11,protein
OR11A1,protein
OR4D2,protein
OR8J3,protein
OR6C65,protein
OR1A2,protein
OR7C2,protein
OR10G4,protein
OR7G1,protein
OR3A3,protein
OR2T5,protein
OR10G3,protein
OR6C4,protein
OR2G3,protein
OR51B6,protein
OR8B4,protein
OR10S1,protein
OR2J2,protein
OR52B6,protein
OR2T33,protein
OR5T3,protein
OR6V1,protein
OR7A10,protein
OR5M1,protein
OR51L1,protein
OR5B17,protein
OR52K2,protein
OR9A2,protein
OR1Q1,protein
OR5H2,protein
OR2Z1,protein
OR2F1,protein
OR52M1,protein
OR2A42,protein
OR6F1,protein
OR9Q2,protein
OR10C1,protein
OR10A6,protein
OR4K5,protein
OR2V2,protein
OR1A1,protein
OR1J2,protein
OR10H4,protein
OR11L1,protein
OR1N2,protein
OR10R2,protein
OR8U1,protein
OR5R1,protein
OR51I1,protein
OR5D14,protein
OR5J2,protein
OR4F4,protein
OR14J1,protein
OR2F2,protein
OR5AP2,protein
OR6M1,protein
OR51E1,protein
OR2A1,protein
OR4A16,protein
OR52D1,protein
OR10J5,protein
OR2M4,protein
OR5B3,protein
OR56A1,protein
OR5AN1,protein
OR4Q3,protein
OR4S2,protein
OR51E2,protein
OR7E24,protein
OR51M1,protein
OR2T3,protein
OR4A15,protein
OR4F6,protein
OR51G1,protein
OR10G7,protein
OR52B4,protein
OR3A2,protein
OR10AG1,protein
OR4C46,protein
OR11H6,protein
OR1S1,protein
OR4K14,protein
OR6K6,protein
OR8G2,protein
OR1D5,protein
OR2K2,protein
OR2A14,protein
OR5AS1,protein
OR56A3,protein
OR4F16,protein
OR4C45,protein
OR10H1,protein
OR6C1,protein
OR7D4,protein
OR1J4,protein
OR1K1,protein
OR14I1,protein
OR51G2,protein
OR14C36,protein
OR9G4,protein
OR51D1,protein
OR8H1,protein
OR52N1,protein
OR1L8,protein
OR4D11,protein
OR8G5,protein
OR8H2,protein
OR2M5,protein
OR1F1,protein
OR4F3,protein
OR5P2,protein
OR8H3,protein
OR6T1,protein
OR10Q1,protein
OR2H2,protein
OR13C9,protein
OR51Q1,protein
OR10K1,protein
OR6A2,protein
OR2L8,protein
OR9Q1,protein
OR4C3,protein
OR13C3,protein
OR6C70,protein
OR1N1,protein
OR2T6,protein
OR2AG2,protein
OR2B3,protein
OR2T27,protein
OR13A1,protein
OR52H1,protein
OR51A7,protein
OR8B12,protein
OR14A16,protein
OR5AU1,protein
OR2D3,protein
OR2AE1,protein
OR2Y1,protein
OR51V1,protein
OR2A25,protein
OR2M3,protein
OR52B2,protein
OR52I1,protein
OR5L2,protein
OR1C1,protein
OR4F5,protein
OR56A4,protein
OR4C11,protein
OR4P4,protein
OR52L1,protein
OR4N2,protein
OR13D1,protein
OR5AK2,protein
OR1J1,protein
OR4L1,protein
OR2T8,protein
OR2B11,protein
OR9I1,protein
OR4X2,protein
OR51S1,protein
OR52N5,protein
OR2A12,protein
OR4M1,protein
OR9A4,protein
OR10A2,protein
OR56A5,protein
OR4A47,protein
OR4N4,protein
OR1I1,protein
OR10H2,protein
OR5I1,protein
OR1E1,protein
OR8D1,protein
OR5P3,protein
OR10V1,protein
OR5D18,protein
OR2L13,protein
OR13C4,protein
OR5K2,protein
OR5D13,protein
OR8K1,protein
OR8K3,protein
OR6C2,protein
OR11H1,protein
OR1L3,protein
OR4F15,protein
OR51B5,protein
OR5K1,protein
OR52K1,protein
OR4F17,protein
OR52A1,protein
OR13C2,protein
OR8B8,protein
OR8U8,protein
OR5A1,protein
OR1B1,protein
OR2G6,protein
OR6Q1,protein
OR2W1,protein
OR10K2,protein
OR2A5,protein
OR2T10,protein
OR6C74,protein
OR7D2,protein
OR4E2,protein
OR13C8,protein
OR2B6,protein
OR2T12,protein
OR4K17,protein
OR2D2,protein
OR7G2,protein
OR5M9,protein
OR1D2,protein
OR51A4,protein
OR51F1,protein
OR6S1,protein
OR6C68,protein
OR52E6,protein
OR2G2,protein
OR4D5,protein
OR52W1,protein
OR1M1,protein
OR5M8,protein
OR2J3,protein
OR2AK2,protein
OR6C6,protein
OR8I2,protein
OR6N2,protein
OR10A7,protein
OR13J1,protein
OR5T2,protein
OR1L4,protein
OR5V1,protein
OR5M3,protein
OR5B12,protein
OR3A1,protein
OR2S2,protein
OR4K15,protein
OR4B1,protein
OR10Z1,protein
OR2AG1,protein
OR1G1,protein
OR4C15,protein
OR10J1,protein
OR4C16,protein
OR51B4,protein
OR7A5,protein
OR52E2,protein
OR4D9,protein
OR51A2,protein
OR5B21,protein
OR10G9,protein
OR52A5,protein
OR6C3,protein
OR2AT4,protein
OR5T1,protein
OR2A4,protein
OR2A2,protein
OR11G2,protein
OR1L6,protein
OR5AC2,protein
OR52E8,protein
OR2T4,protein
OR8D4,protein
OR10J3,protein
OR13G1,protein
OR1E2,protein
OR6C76,protein
OR5H6,protein
OR4A5,protein
OR10H5,protein
OR51T1,protein
OR12D2,protein
OR2A7,protein
OR10G8,protein
OR2W3,protein
OR4S1,protein
OR12D3,protein
OR2T2,protein
OR7G3,protein
OR6X1,protein
OR56B4,protein
OR2M2,protein
OR5M11,protein
OR9G1,protein
OR13F1,protein
OR4D6,protein
OR6B1,protein
OR52J3,protein
OR2T34,protein
OR1S2,protein
OR8A1,protein
OR10AD1,protein
OR2H1,protein
OR11H4,protein
OR10P1,protein
OR6Y1,protein
OR2L2,protein
OR10G2,protein
OR5L1,protein
OR4D1,protein
OR52N2,protein
OR51I2,protein
OR8K5,protein
OR9K2,protein
OR6B2,protein
OR10A5,protein
OR2T29,protein
OR4N5,protein
OR51B2,protein
OR8D2,protein
OR4C6,protein
OR6K2,protein
OR2L3,protein
OR8G1,protein
OR7C1,protein
OR51F2,protein
COL2A1,protein
ROCK2,protein
ENPP3,protein
CTNND1,protein
GLB1,protein
CYP51A1,protein
,compound
CHPF2,protein
ATP2A2,protein
IL4,protein
,compound
CLDN1,protein
NDUFS5,protein
TCF7L2,protein
ENPP6,protein
B3GALT6,protein
C3,protein
ALAD,protein
PRKCB,protein
PPP3R2,protein
XCR1,protein
(2E)-Octenoyl-CoA,compound
PAK3,protein
IL1R2,protein
GSTM3,protein
,protein
FOSL1,protein
IGF1R,protein
IFNA21,protein
fm_706386,protein
B4GALT1,protein
B4GALT2,protein
B4GALT3,protein
fm_732045,protein
MAP2K2,protein
MAP2K1,protein
OAT,protein
,compound
fm_726321,protein
PRKCA,protein
PRKCG,protein
PRKCB,protein
FADD,protein
4-Hydroxy-3-polyprenylbenzoate,compound
fm_716880,protein
HPSE,protein
HPSE2,protein
LOC653888,protein
fm_738530,protein
E2F2,protein
E2F3,protein
E2F1,protein
SLC2A4,protein
"Bromobenzene-3,4-epoxide",compound
CTSG,protein
,protein
IFNA6,protein
fm_733979,protein
CALML6,protein
CALM3,protein
CALM2,protein
CALML3,protein
CALML5,protein
TNFAIP3,protein
CSNK2A2,protein
ICAM1,protein
L-Histidine,compound
FGF13,protein
DCC,protein
PPID,protein
ATP5C1,protein
IQGAP2,protein
fm_708329,protein
PLA2G2F,protein
PLA2G2E,protein
PLA2G1B,protein
PLA2G10,protein
PLA2G2A,protein
JMJD7-PLA2G4B,protein
PLA2G4B,protein
PLA2G4A,protein
PLA2G12A,protein
PLA2G4E,protein
PLA2G2C,protein
PLA2G6,protein
PLA2G3,protein
PLA2G12B,protein
fm_714546,protein
ACO2,protein
ACO1,protein
CAMK2G,protein
ADCY6,protein
fm_734397,compound
L-2-Aminoglutaramic acid,compound
2-Amino-3-hydroxybutyric acid,compound
L-Alanine,compound
(S)-alpha-Amino-beta-phenylpropionic acid,compound
Aminoacetic acid,compound
2-Pyrrolidinecarboxylic acid,compound
L-3-Hydroxy-alanine,compound
(2S)-alpha-Leucine,compound
2-Amino-3-methylvaleric acid,compound
L-Cysteine,compound
(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid,compound
L-Methionine,compound
L-Arginine,compound
L-Histidine,compound
2-Amino-3-methylbutyric acid,compound
L-Asparagine,compound
L-Tryptophan,compound
Lysine acid,compound
Glycolic acid,compound
UGT1A6,protein
IL4I1,protein
CCND2,protein
WASF2,protein
MAPK3,protein
PPP2R3C,protein
Arachidonate,compound
,protein
CDC25C,protein
fm_725903,protein
LOC100506332,protein
SKP1,protein
MYL9,protein
GAB2,protein
UGT2A3,protein
POLR3GL,protein
Acetyl-CoA,compound
VDAC1,protein
fm_739834,compound
9-cis-Retinoic acid,compound
Tretin M,compound
GRM1,protein
fm_730679,protein
PRKCA,protein
PRKCG,protein
PRKCB,protein
ALDH9A1,protein
GALR3,protein
JAM2,protein
,compound
BTD,protein
NFATC4,protein
3-Methoxytyramine,compound
BAD,protein
AKT1,protein
fm_729013,protein
CBLC,protein
CBLB,protein
CBL,protein
COX6A1,protein
ATP6V1B1,protein
N-Acetylneuraminyl-galactosylceramide,compound
BAD,protein
F2RL3,protein
EPRS,protein
MAPK1,protein
Cys-Gly,compound
NOS2,protein
UGT2B11,protein
ATP1B1,protein
1-(1-Alkenyl)-sn-glycerol,compound
Peptidyl-L-lysine,compound
N-(omega)-Hydroxyarginine,compound
IL1B,protein
UGT1A4,protein
,protein
NCF4,protein
Acetyl-CoA,compound
,compound
XIAP,protein
fm_724489,protein
LOC652614,protein
HLA-C,protein
HLA-E,protein
HLA-A,protein
HLA-F,protein
HLA-B,protein
HLA-G,protein
FGF12,protein
Adenosine 5&,compound
FTCD,protein
RBPJL,protein
MAP2K1,protein
PLA2G10,protein
NDUFB11,protein
WARS,protein
delta1-Piperideine-6-L-carboxylate,compound
fm_714093,protein
,protein
,protein
,protein
HLA-DOB,protein
B3GNT3,protein
ADH1A,protein
LRDD,protein
Leukotriene C4,compound
GRK1,protein
ITGB1,protein
TCF7L2,protein
POLR2H,protein
fm_720621,protein
CHP2,protein
PPP3R2,protein
PPP3CB,protein
PPP3R1,protein
PPP3CA,protein
CHP,protein
7alpha-Hydroxycholest-4-en-3-one,compound
GSTM2,protein
Oxydol,compound
PIGQ,protein
CHEK2,protein
fm_739067,protein
MAPK1,protein
IMPA2,protein
PPP2R5D,protein
PLA2G12B,protein
IFNA14,protein
ARAF,protein
PDK1,protein
fm_739163,protein
AXIN2,protein
AXIN1,protein
CD70,protein
FCGR2A,protein
AdoMet,compound
fm_725425,protein
APC2,protein
APC,protein
BUB1,protein
CHRNA7,protein
fm_710522,protein
BCAT1,protein
BCAT2,protein
RBX1,protein
CD14,protein
NTRK1,protein
fm_735872,protein
ADCY9,protein
ADCY3,protein
PGM2,protein
fm_720642,protein
PDGFRB,protein
PDGFRA,protein
ERBB2,protein
ERBB4,protein
EGFR,protein
ERBB3,protein
ADCY3,protein
GHR,protein
CCND3,protein
OXCT2,protein
TP53,protein
NDUFA3,protein
MAP3K3,protein
COL4A6,protein
2-(4-Imidazolyl)ethylamine,compound
CALML6,protein
FADS2,protein
S-Acetyldihydrolipoamide-E,compound
PLA2G12A,protein
PLA2G15,protein
CNOT2,protein
AGPAT2,protein
CACNA1F,protein
ITGA6,protein
IFNA1,protein
,compound
fm_732821,protein
GNAI2,protein
GNAI3,protein
(R)-3-Hydroxybutyric acid,compound
fm_725337,protein
MAPK10,protein
MAPK9,protein
MAPK8,protein
EIF4E2,protein
SHISA5,protein
DLST,protein
MTAP,protein
CACNA1F,protein
ADORA1,protein
fm_714759,protein
PMM1,protein
PMM2,protein
GLS2,protein
CTNNBIP1,protein
,protein
CLDN22,protein
POLR3G,protein
fm_719701,protein
RPA1,protein
RPA4,protein
RPA3,protein
RPA2,protein
CCL8,protein
HIBADH,protein
fm_725614,protein
MAPK1,protein
MAPK3,protein
,compound
,protein
YWHAE,protein
HSD17B7,protein
GALNTL5,protein
DLD,protein
CD3D,protein
RPA3,protein
IL1B,protein
,compound
Pyridoxol 5&,compound
BAD,protein
fm_732553,protein
ADCY3,protein
ADCY9,protein
ADCY2,protein
ADCY8,protein
ADCY6,protein
ADCY4,protein
ADCY5,protein
ADCY7,protein
CALM1,protein
PLCB2,protein
fm_706414,protein
STT3A,protein
STT3B,protein
NDUFB8,protein
UGT2B4,protein
fm_735812,protein
ATP6V0E2,protein
ATP6V0A1,protein
ATP6V0A4,protein
ATP6V0B,protein
ATP6V1A,protein
ATP6V1B2,protein
ATP6V1E1,protein
ATP6AP1,protein
ATP6V1F,protein
ATP6V1B1,protein
ATP6V1C2,protein
ATP6V1H,protein
ATP6V1C1,protein
ATP6V1G3,protein
ATP6V0E1,protein
ATP6V1G1,protein
ATP6V1D,protein
ATP6V0D2,protein
ATP6V0A2,protein
ATP6V1G2,protein
TCIRG1,protein
ATP6V1E2,protein
ATP6V0C,protein
ATP6V0D1,protein
ALOX12,protein
COX7A2L,protein
fm_706228,protein
PYGL,protein
PYGM,protein
PYGB,protein
CLDN19,protein
EXOSC10,protein
ITPA,protein
PRKCE,protein
ITGA9,protein
,compound
Propionyl-CoA,compound
CBLC,protein
FPGT,protein
EIF4G2,protein
,protein
fm_721448,protein
SHC3,protein
SHC1,protein
SHC4,protein
SHC2,protein
MUT,protein
PNP,protein
fm_720359,protein
STAT5A,protein
STAT5B,protein
GRB2,protein
TP53,protein
IMPDH2,protein
fm_724485,protein
CTSL1,protein
CTSS,protein
,protein
HADHA,protein
ENTPD4,protein
AMH,protein
PRKCB,protein
DAPP1,protein
DVL3,protein
fm_720683,protein
MYLK2,protein
MYLK3,protein
MYLK,protein
E2F1,protein
IKBKG,protein
Aminoadip.-S,compound
Linoleic acid,compound
PRDM4,protein
SH2B2,protein
HSD17B6,protein
PLCZ1,protein
,protein
NFATC3,protein
fm_707820,protein
PIK3CB,protein
PIK3CD,protein
PIK3CG,protein
PIK3CA,protein
GSK3B,protein
CADM1,protein
ALAS1,protein
ADSL,protein
B4GALT1,protein
CACNG5,protein
PPAP2A,protein
Fibrin,compound
"5beta-Cholestane-3alpha,7alpha,12alpha,26-tetraol",compound
GAB2,protein
GNAS,protein
Deoxyadenosine 5&,compound
ND6,protein
AKT2,protein
GRIA2,protein
POLR2J3,protein
(R)-3-Hydroxybutyric acid,compound
B4GALT3,protein
ITGA2B,protein
fm_718485,protein
EIF4A2,protein
EIF4A1,protein
HLA-C,protein
KDR,protein
TBL1XR1,protein
IKBKG,protein
MTHFD2,protein
HSPA1A,protein
ENPP3,protein
fm_738923,protein
HRAS,protein
KRAS,protein
NRAS,protein
trans-4-Hydroxy-L-proline,compound
L-3-Mercaptolactate,compound
ALOX5,protein
fm_725283,protein
SMAD3,protein
SMAD2,protein
POLR1A,protein
fm_710745,protein
CYP3A5,protein
CYP3A7,protein
CYP3A4,protein
Flutamide,compound
HSD17B4,protein
GPD1L,protein
dien-1-oic acid,compound
TNNC1,protein
fm_732766,protein
LOC650621,protein
ANAPC13,protein
CDC23,protein
ANAPC5,protein
CDC27,protein
ANAPC4,protein
ANAPC7,protein
CDC16,protein
CDC26,protein
ANAPC2,protein
ANAPC10,protein
ANAPC1,protein
ANAPC11,protein
SCTR,protein
TGFB2,protein
fm_734044,protein
ATP2B3,protein
ATP2B2,protein
ATP2B1,protein
ATP2B4,protein
KRAS,protein
RBX1,protein
MYLPF,protein
ADIPOR2,protein
IL3RA,protein
S-(2-Methylbutanoyl)-dihydrolipoamide-E,compound
SHC2,protein
TP53,protein
NOS3,protein
SLIT2,protein
TLR4,protein
BIRC2,protein
,compound
GSTO1,protein
fm_720797,protein
ADORA2A,protein
HRH2,protein
CHRM3,protein
ADRB1,protein
HTR5A,protein
DRD1,protein
CHRM1,protein
HTR6,protein
ADORA2B,protein
CHRM5,protein
HTR4,protein
ADRB3,protein
HTR7,protein
TNNC1,protein
UGT1A3,protein
POLR3G,protein
fm_703908,protein
BCKDHB,protein
GLS2,protein
p-Hydroxyphenylpyruvic acid,compound
fm_729431,protein
FCGR3A,protein
FCGR3B,protein
fm_703862,protein
,protein
,protein
,protein
,protein
RFXANK,protein
LOC652614,protein
25-Hydroxycholesterol,compound
L-2-Aminoglutaramic acid,compound
FLNB,protein
fm_715552,protein
ST6GAL2,protein
ST6GAL1,protein
NUPL1,protein
FIGF,protein
HSD11B1,protein
CD36,protein
PPP2R1A,protein
,compound
IL5,protein
POLA1,protein
